,company,title,url,city,district,remain_address,career,education_date,stack,main_task,qualification,more,duetime,years_of_experience,established_date,total_employees,company_type,view
66,제로원에이아이,AI Back-End / Bigdata 엔지니어,https://www.jumpit.co.kr/position/17364,경기,성남시,수정구 창업로 43 판교글로벌비즈센터 B705,경력 3~10년,무관,"GCP, Golang, AI/인공지능, Kafka, BigData, Hadoop, Kubernetes, AWS, Spark, C","• 의료 / 금융 데이터 분산처리 개발 운영
• 하이브리드 클라우드 백엔드 시스템 개발 운영
• LLM 시스템 개발 운영
• 3가지 기술방향에 공감 하고, 기술 면접 때 설명할 수 있어야 함 
- Cloud Native : https://github.com/cncf/toc/blob/main/DEFINITION.md
- Software2.0 : https://karpathy.medium.com/software-2-0-a64152b37c35
- Shcillace Laws of Semantic AI : https://learn.microsoft.com/en-us/semantic-kernel/howto/schillacelaws		","• 아래 사항 중 해본 적이 있거나, 기술 방향을 아래 키워드로 바꾸려는 경력 개발자
: LangChain, AutoGPT, LlamaIndex, LLM(Vicuna, Koala, Alpack, LLaMA, Dolly, Falcon)
: AIOps, autoML, CNCF, Kubernetes, Bigdata(spark, hadoop, kafka), Hybrid Cloud, OpenStack
: AWS Sagemaker, GCP Vertex AI, Azure ML Studio
: Secure AI, AI for Time-Series data, Causal Inference, AI Uncertainty, AI Confidence
: AI Finance, Medical AI, Education AI","• AI 모델 개발환경/배포/추론 시스템
• CI/CD, Hadoop, Spark, Kafka, Ceph, LangChain, LLMOps
• LLM fine-tuning경험
• LLMOps 구축경험
• LangChain 개발경험
• CKA, CKS, CNCF, CNCF 에코시스템 개발경험
• Golang서버개발경험
• 빅데이터(Big Data) 에코시스템 개발경험
• AI 파이프라인경험(MLOps, AIOps, CI/CD)
• AWS 등 클라우드 서비스경험, 
• Database/API 개발경험
• 데이터센터인프라개발경험
• 블록체인 프로젝트 개발경험
• AI모델개발 경험(캐글 및 주요대회 상위입상)
• AI 모델서빙 및 운용경험
• 탑티어 컨퍼러스 및 저널 출판 경험
• 보안AI(secure AI, federated learning)개발경험
• 시계열데이터 AI 개발경험
• 인과추론 AI 개발경험
• MOOC(cs329s, cs231n, cs224n)",상시,,,,,
67,비바리퍼블리카,[토스] Financial System Engineer,https://www.jumpit.co.kr/position/18982,서울,강남구,"테헤란로 142, 12층",경력 5~10년,무관,"MongoDB, MySQL, ERP, Databricks, Hadoop, MSSQL, Oracle, SQL, SAP, PostgreSQL","• 토스의 다양한 서비스의 대량 거래데이터에 대한 수집, 집계, 가공, ERP 전송 전반을 수행하는 시스템을 관리하고 개선해요.
• 금원대사, 예외거래의 처리 등 자동화 개발과 Compliance와 내부통제 프로세스 준수를 위한 시스템 개발을 수행해요.
• 토스의 다양한 서비스를 잘 담을 수 있도록 Architecture를 고민하고 설계해요.","• 정산 또는 회계 ERP 시스템 개발 및 운영을 5년 이상 경험해보신 분이 필요해요.
• MySQL 등의 RDBMS 경험이 있으시고 복잡한 데이터의 정리나 qurey 작성능력이 출중하신 분이 필요해요.","• Hadoop-Ecosystem이나 Databricks 같은 빅데이터 플랫폼을 활용한 개발을 해보신 경험이 있다면 좋아요.
• SAP ERP와 연동 경험이 있으시다면 좋아요.",상시,12,2013-4-23,928,"스타트업, 주식회사, 외부감사법인, 병역특례 인증업체","7,808"
68,폼즈,[생성AI] 프롬프트 엔지니어 (스테이블 디퓨전 데이터 가공 및 실험),https://www.jumpit.co.kr/position/18731,서울,마포구,마포대로 122 14층,신입~5년,대학교졸업(4년) 이상(졸업예정자 가능),"AI/인공지능, BigData, Python","• 이미지 데이터 가공 및 수집을 통한 생성 AI 학습 
• 실험 결과물을 정량/정성적 관점에서 분석하여 생성 AI 성과 측정 및 판단
• 실험결과 및 경우의 수의 정보를 담는 지식 아카이브 운영 및 관리 ","• 외국 자료를 습득하는데 영어 독해가 용이한 분
• 데이터를 수집하고 분석해보신 경험이 있으신 분 
• 높은 관찰력과 논리력을 바탕으로 시행 착오를 반복하는 실험을 진행하실 수 있으신 분","• stable diffsuion에 대한 경험이 있는 분
• 컴퓨터 비전의 다수의 모델들을 implemetation해보신 경험이 있으신 분
• 영어로 대화가 가능하신 분(conversational)
• 기타 Python 기반의 프로젝트 경험이 있으신 분",상시,4,2021-5-10,6,"중소기업, 주식회사, 연구소",133
69,어센트코리아,데이터 사이언스,https://www.jumpit.co.kr/position/15692,서울시,강남구,도산대로16길 15 용헌회관 301호,경력 5~15년,대학교졸업(4년) 이상,"Git, AI/인공지능, MachineLearning, DeepLearning, TensorFlow, Python, PyTorch","• 검색 의도 추론
• 콘텐츠 자동 생성 및 기타 서비스에 적용 가능한 AI 모델 개발

[기술스택]
• Python
• Tensorflow
• Pytorch
• Git","• 최소 5년 이상의 데이터 분석 및 머신러닝 관련 경력을 보유하신 분
• 컴퓨터 공학, 통계학, 인공지능 등 머신러닝 관련 분야를 전공하신 분
• 이미지, 텍스트 등 비정형 데이터 처리 및 딥러닝 모델 개발 경험이 있으신 분
• 논문/기술 리서치, 구현 및 테스트 가능하신 분
• TensorFlow, Pytorch 등 하나 이상의 DL Framework 사용 가능하신 분","• 딥러닝 분야 석사 이상의 학위 또는 이에 준하는 경력을 보유하신 분
• 모델의 실제 서비스 적용 및 운영 경험이 있는 분
• 최신 인공지능 모델의 분석 및 구현 경험이 있는 분
• 새로운 기술에 대한 관심이 높고, 실제 서비스에 적용해 본 경험이 있는 분
• 스타트업 근무 경험이 있으신 분",상시,12,2013-11-28,81,"중소기업, 주식회사, 수출입 기업",467
70,에이모,[AIMMO] 데이터프로세싱팀,https://www.jumpit.co.kr/position/22219,경기도,성남시,"분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",경력 1~10년,무관,"GCP, AI/인공지능, OpenCV, AWS, Python, AZURE, JSON","• 다양한 데이터 유형(이미지, 동영상, Point Cloud)의 레이블링 데이터(Json Format)에 대한 변환 검증 프로세스 및 API 개발
• 이미지 라이브러리 또는 OpenCV 라이브러리를 활용한 이미지 처리 개발","• 파이썬 사용 경험
• 반복 작업을 자동화 하고 기술 부채를 개선하고자 노력하시는 분
• 객체지향 프로그래밍에 대한 이해 및 좋은 코드를 짜기 위해  끊임없이 고민하시는 분
• 새로운 개발 도메인에 대한 두려움이 없고 즐겁게 도전하실 수  있는 분","• AWS, Azure, GCP, NCP 등 클라우드 사용 경험
• 인공지능 기술에 대한 관심
• 대용량 데이터 처리 경험",상시,9,2016-3-17,,"중소기업, 주식회사",724
71,이글루코퍼레이션,[연구개발본부] 데이터 분석 엔진 개발 (6년이상),https://www.jumpit.co.kr/position/22975,서울,송파구,정의로8길 7,경력 6~12년,"대학졸업(2,3년) 이상","AI/인공지능, Etl, Kubernetes, Java, Docker","• ETL, CEP","• 학력 : 초대졸 이상
• 경력 : 6년 이상
• JAVA 활용이 가능한 자
• Open source 활용 프로젝트 경험 보유자
• Data Warehouse 설계, 인프라 구축 등 엔지니어링 경험 보유자
• 해외여행에 결격사유가 없는 자","• Kubernetes, Kafka 활용 프로젝트 유경험자
• In-memory / RDB / NoSQL 유경험자
• ETL, CEP 유경험자",2024-02-29,26,1999-11-2,,,"1,949"
72,디플래닉스,Data Scientist (3~5년),https://www.jumpit.co.kr/position/22466,서울,서초구,"강남대로 465, 4층 강남 교보타워 B동 4층",경력 3~5년,무관,"R, MachineLearning, DeepLearning, Python, PowerBI, Tableau","• Data Mining / Machine Learning / Deep Learning 기술을 활용한 그룹사 서비스의 확장과 새로운 가치 발굴
• 그룹사의 데이터 관리, 활용 프로세스 정립 및 정책 수립 과정 참여
• 복잡하고 다양한 대용량 데이터와 비즈니스 상황에 적합한 분석 및 모델링 수행
• 데이터로부터 특징 추출 및 모델 학습 등의 파이프라인 설계 및 구축","• 데이터(비즈니스) 분석 컨설팅 또는 실무 경력이 3~5년인 분
• 수리 능력 및 데이터 분석 관련 실무 지식을 보유한 분
• 데이터에서 유의미한 비즈니스 가설과 인사이트를 찾아낼 수 있는 분
• 분석 결과의 시각화 역량(Tableau, Power BI 등 시각화 도구 및 Python, R 내의 시각화 라이브러리 활용 능력)을 가지고 있는 분","• 머신러닝 파이프라인을 구축하고 실제 비즈니스 혹은 서비스에 서빙해본 경험이 있는 분
• 그로스해킹 관련 데이터 분석 수행 경험이 있는 분
• 통계, 산업경영, 컴퓨터 사이언스 등 데이터 기술 관련 석/박사 학위를 소지한 분",상시,4,2021-12-17,25,"중견기업, 주식회사, 외부감사법인",360
73,디플래닉스,Data Scientist (8년 이상),https://www.jumpit.co.kr/position/22465,서울,서초구,"강남대로 465, 4층 강남 교보타워 B동 4층",경력 8~12년,무관,"Linux, MachineLearning, DeepLearning, Google Analytics","• Data Mining / Machine Learning / Deep Learning 기술을 활용한 그룹사 서비스의 확장과 새로운 가치 발굴
• 그룹사의 데이터 관리, 활용 프로세스 정립 및 정책 수립 과정 참여
• 복잡하고 다양한 대용량 데이터와 비즈니스 상황에 적합한 분석 및 모델링 수행
• 데이터로부터 특징 추출 및 모델 학습 등의 파이프라인 설계 및 구축","• 데이터(비즈니스) 분석 컨설팅 또는 실무 경력이 8년 이상인 분
• 데이터 분석 과제를 리딩한 경험이 있는 분
• 현황 파악, 문제 정의 및 커뮤니케이션을 통한 데이터 분석 과제 발굴 경험이 있는 분
• 클라우드 환경 활용 기술 및 ML / DL 분석 기술을 다룬 경험이 많은 분
• 머신러닝 파이프라인을 구축하고 실제 비즈니스 혹은 서비스에 서빙해 본 경험이 있는 분","• Linux 등 시스템에 대한 전반적인 이해 및 자유로운 활용이 가능한 분 
• 논문에서 소개된 모델을 이해하고 적용 가능한 모델을 개발할 수 있는 분
• 그로스해킹 관련 데이터 분석 수행 경험이 있는 분 
• Google Analytics 로그 기반의 데이터 분석 경험이 있는 분",상시,4,2021-12-17,25,"중견기업, 주식회사, 외부감사법인",360
74,에이모,[AIMMO] Data-centric 기반 딥러닝  연구/개발(Data Scientist),https://www.jumpit.co.kr/position/18569,경기,성남시,분당구 벌말로50번길 41 투아이센터 7층,경력 4~10년,대학교졸업(4년) 이상,"MachineLearning, DeepLearning, TensorFlow, PyTorch","• 머신러닝/딥러닝을 활용한 자율주행 데이터셋 개발 및 개선
• 자율주행 데이터로 학습한 모델 결과 분석 리포팅 & 성능 개선","• 관련 분야 경력 4년 이상이신 분 
• Computer vision, Image/Video processing 이론에 대한 전반적인 이해가 있으신 분 
• 딥러닝 프레임워크(Tensorflow, PyTorch 등)를 활용한 모델 개발 및 배포 경험이 있으신 분 
• 대용량 데이터를 분석 및 시각화해본 경험이 있으신 분 
• 해외 출장에 결격 사유가 없는 분 
• 팀원들과 적극적으로 소통할 수 있는 분, 주도적으로 업무를 이끌어가시는 분","• 관련 분야 석사/박사 학위 소지하신 분 (인공지능, 컴퓨터공학, 통계, 데이터분석 등) 
• Data-centric AI에 대한 이해도가 높고 관련 개발경험이 있으신 분 
• 자율주행 데이터셋 생성/활용 경험이 있으신 분 (이미지, 라이다, 레이더 등등, 2D, 3D 데이터셋 경험) 
• Linux 기반 개발 경험이 있으신 분
",상시,9,2016-3-17,,"중소기업, 주식회사",724
75,카비,Senior Data Scientist,https://www.jumpit.co.kr/position/16774,서울시,금천구,벚꽃로 244 (벽산디지털밸리 5차) 301호,경력 3~10년,석사졸업 이상,"R, AWS, Python, SQL","• 안전운전점수, 연비운전점수 알고리즘 개발
• IMU 센서 분석을 통한 사고분류, 사고감지 알고리즘 개발 
• ML./DL 알고리즘으로 교통사고, 연비 영향 요인 분석 (클러스터링, 회귀분석)
• AWS에 축적된 주행 · 센서 데이터 분석을 통한 비즈니스 인사이트 도출 ","• 데이터사이언티스트 경력 3년 이상
• 수학, 통계학, 데이터사이언스 관련 전공 석사 학위 이상 
• R, Python 활용 우수자
• 포트폴리오 제출 필수","• AWS 환경에서 데이터파이프라인 제작, 데이터베이스 구축 경험이 있으신 분
• 시계열 데이터 분석의 경험이 풍부하신 분
• 분석, 예측, 분류 알고리즘 모델 관련 연구 경험이 있으신 분 ",상시,15,2010-5-3,23,"스타트업, 중소기업, 주식회사, 병역특례 인증업체, 수출입 기업",621
76,에이모,[AIMMO] ML 파이프라인 개발 및 DBMS 운영 (Data Engineer),https://www.jumpit.co.kr/position/18570,경기,성남시,분당구 벌말로50번길 41 투아이센터 7층,경력 4~10년,대학교졸업(4년) 이상,"MachineLearning, Airflow, Kubeflow, DeepLearning, Kubernetes, Docker","• 머신러닝/딥러닝 활용 자율주행 데이터셋 개발
• 파이프라인 시스템 설계, 개발 및 운영 
• 모델 성능 최적화 및 데이터셋 개발 프로세스의 지속적인 자동화를 통한 운영 개선 
• 데이터 전처리 및 유효성 로직 개발 
• 데이터베이스 관리","• 담당업무 관련 분야 중 경력 4년 이상이신 분 
• Computer vision, Image/Video processing 이론에 대한 전반적인 이해를 하신 분 
• 업무 자동화를 위한 파이프라인(Airflow, Kubeflow 등)을 구축하고 운영한 경험이 있으신 분 
• Kubernetes, Docker 등 Container 환경에 대한 지식을 보유하신 분 - 딥러닝 모델을 활용하여 응용 분야에 대한 연구 개발 경험이 있으신 분 - 해외 출장에 결격 사유가 없는 분 
• 팀원들과 적극적으로 소통할 수 있는 분, 주도적으로 업무를 이끌어가시는 분","• 관련 분야 석사/박사 학위 이상 소지하신 분 (인공지능, 컴퓨터공학, 통계, 데이터분석 등) 
• Data-centric ai 에 대한 이해/경험이 있으신 분 
• 자율주행 데이터셋 생성/활용 경험이 있으신 분 (이미지, 라이다, 레이더 등등, 2D, 3D 데이터셋 경험) 
• Linux 기반 개발 경험이 있으신 분 
• 대량의 데이터 처리 경험 
• 데이터베이스 개발 및 활용 경험 
",상시,9,2016-3-17,,"중소기업, 주식회사",724
